Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTC,UTM_easting,UTM_northing,Zone,Letter
1675988016.2954752,220,816,0,GPS1_Frame,42.33829879760742,-71.08969116210938,20.5,2.299999952316284,0:13:36,327852.78125,4689453.0,19.0,T
1675988016.572564,221,816,0,GPS1_Frame,42.33829879760742,-71.08969116210938,0.0,0.0,0:13:36,327852.78125,4689453.0,19.0,T
1675988017.296777,222,817,0,GPS1_Frame,42.338294982910156,-71.08970642089844,21.0,2.299999952316284,0:13:37,327851.25,4689452.5,19.0,T
1675988017.573689,223,817,0,GPS1_Frame,42.338294982910156,-71.08970642089844,0.0,0.0,0:13:37,327851.25,4689452.5,19.0,T
1675988018.2960556,224,818,0,GPS1_Frame,42.338294982910156,-71.08972930908203,21.5,2.299999952316284,0:13:38,327849.875,4689452.5,19.0,T
1675988018.5731883,225,818,0,GPS1_Frame,42.338294982910156,-71.08972930908203,0.0,0.0,0:13:38,327849.875,4689452.5,19.0,T
1675988019.2955592,226,819,0,GPS1_Frame,42.33829116821289,-71.0897445678711,22.299999237060547,2.299999952316284,0:13:39,327848.375,4689452.5,19.0,T
1675988019.5729394,227,819,0,GPS1_Frame,42.33829116821289,-71.0897445678711,0.0,0.0,0:13:39,327848.375,4689452.5,19.0,T
1675988020.3116279,228,820,0,GPS1_Frame,42.33829116821289,-71.08975982666016,23.100000381469727,2.299999952316284,0:13:40,327847.0,4689452.5,19.0,T
1675988021.0426586,229,820,0,GPS1_Frame,42.33829116821289,-71.08975982666016,0.0,0.0,0:13:40,327847.0,4689452.5,19.0,T
1675988021.3116586,230,821,0,GPS1_Frame,42.33829116821289,-71.08977508544922,23.899999618530273,2.299999952316284,0:13:41,327845.75,4689452.5,19.0,T
1675988021.5887442,231,821,0,GPS1_Frame,42.33829116821289,-71.08977508544922,0.0,0.0,0:13:41,327845.75,4689452.5,19.0,T
1675988022.29517,232,822,0,GPS1_Frame,42.338287353515625,-71.08979034423828,24.5,2.299999952316284,0:13:42,327844.5,4689452.0,19.0,T
1675988022.572451,233,822,0,GPS1_Frame,42.338287353515625,-71.08979034423828,0.0,0.0,0:13:42,327844.5,4689452.0,19.0,T
1675988023.3118124,234,823,0,GPS1_Frame,42.33828353881836,-71.08980560302734,25.0,2.299999952316284,0:13:43,327843.53125,4689452.0,19.0,T
1675988023.5893042,235,823,0,GPS1_Frame,42.33828353881836,-71.08980560302734,0.0,0.0,0:13:43,327843.53125,4689452.0,19.0,T
1675988024.311989,236,824,0,GPS1_Frame,42.33828353881836,-71.08981323242188,25.600000381469727,2.299999952316284,0:13:44,327842.84375,4689451.5,19.0,T
1675988024.5889795,237,824,0,GPS1_Frame,42.33828353881836,-71.08981323242188,0.0,0.0,0:13:44,327842.84375,4689451.5,19.0,T
1675988025.29488,238,825,0,GPS1_Frame,42.33828353881836,-71.08981323242188,26.100000381469727,2.299999952316284,0:13:45,327843.0,4689451.5,19.0,T
1675988026.026374,239,825,0,GPS1_Frame,42.33828353881836,-71.08981323242188,0.0,0.0,0:13:45,327843.0,4689451.5,19.0,T
1675988026.296807,240,826,0,GPS1_Frame,42.33828353881836,-71.08979797363281,26.899999618530273,2.299999952316284,0:13:46,327843.8125,4689451.5,19.0,T
1675988026.5734837,241,826,0,GPS1_Frame,42.33828353881836,-71.08979797363281,0.0,0.0,0:13:46,327843.8125,4689451.5,19.0,T
1675988027.2966392,242,827,0,GPS1_Frame,42.33828353881836,-71.08979034423828,27.0,2.299999952316284,0:13:47,327844.90625,4689451.5,19.0,T
1675988027.5731926,243,827,0,GPS1_Frame,42.33828353881836,-71.08979034423828,0.0,0.0,0:13:47,327844.90625,4689451.5,19.0,T
1675988028.2958248,244,828,0,GPS1_Frame,42.338287353515625,-71.08977508544922,27.100000381469727,2.299999952316284,0:13:48,327846.15625,4689452.0,19.0,T
1675988028.5728896,245,828,0,GPS1_Frame,42.338287353515625,-71.08977508544922,0.0,0.0,0:13:48,327846.15625,4689452.0,19.0,T
1675988029.2969558,246,829,0,GPS1_Frame,42.338287353515625,-71.08975219726562,27.600000381469727,2.299999952316284,0:13:49,327847.53125,4689452.0,19.0,T
1675988029.5716448,247,829,0,GPS1_Frame,42.338287353515625,-71.08975219726562,0.0,0.0,0:13:49,327847.53125,4689452.0,19.0,T
1675988030.2963018,248,830,0,GPS1_Frame,42.33829116821289,-71.08973693847656,28.0,2.299999952316284,0:13:50,327848.78125,4689452.5,19.0,T
1675988031.0250552,249,830,0,GPS1_Frame,42.33829116821289,-71.08973693847656,0.0,0.0,0:13:50,327848.78125,4689452.5,19.0,T
1675988031.2961357,250,831,0,GPS1_Frame,42.33829116821289,-71.0897216796875,28.0,2.299999952316284,0:13:51,327850.15625,4689452.5,19.0,T
1675988031.5714219,251,831,0,GPS1_Frame,42.33829116821289,-71.0897216796875,0.0,0.0,0:13:51,327850.15625,4689452.5,19.0,T
1675988032.312605,252,832,0,GPS1_Frame,42.33829116821289,-71.08970642089844,27.899999618530273,2.299999952316284,0:13:52,327851.53125,4689452.5,19.0,T
1675988032.5872781,253,832,0,GPS1_Frame,42.33829116821289,-71.08970642089844,0.0,0.0,0:13:52,327851.53125,4689452.5,19.0,T
1675988033.3121786,254,833,0,GPS1_Frame,42.338294982910156,-71.08969116210938,27.600000381469727,2.299999952316284,0:13:53,327852.90625,4689452.5,19.0,T
1675988033.5874844,255,833,0,GPS1_Frame,42.338294982910156,-71.08969116210938,0.0,0.0,0:13:53,327852.90625,4689452.5,19.0,T
1675988034.3116968,256,834,0,GPS1_Frame,42.338294982910156,-71.08967590332031,27.299999237060547,2.299999952316284,0:13:54,327854.15625,4689453.0,19.0,T
1675988034.5870376,257,834,0,GPS1_Frame,42.338294982910156,-71.08967590332031,0.0,0.0,0:13:54,327854.15625,4689453.0,19.0,T
1675988035.3127968,258,835,0,GPS1_Frame,42.33829879760742,-71.08966064453125,27.299999237060547,2.299999952316284,0:13:55,327855.25,4689453.0,19.0,T
1675988036.0417914,259,835,0,GPS1_Frame,42.33829879760742,-71.08966064453125,0.0,0.0,0:13:55,327855.25,4689453.0,19.0,T
1675988036.2966306,260,836,0,GPS1_Frame,42.33829879760742,-71.08964538574219,27.5,2.299999952316284,0:13:56,327856.34375,4689453.0,19.0,T
1675988036.571704,261,836,0,GPS1_Frame,42.33829879760742,-71.08964538574219,0.0,0.0,0:13:56,327856.34375,4689453.0,19.0,T
1675988037.296213,262,837,0,GPS1_Frame,42.33830261230469,-71.08963012695312,27.299999237060547,2.299999952316284,0:13:57,327857.59375,4689453.5,19.0,T
1675988037.5705173,263,837,0,GPS1_Frame,42.33830261230469,-71.08963012695312,0.0,0.0,0:13:57,327857.59375,4689453.5,19.0,T
1675988038.295783,264,838,0,GPS1_Frame,42.33830261230469,-71.08961486816406,27.299999237060547,2.299999952316284,0:13:58,327858.84375,4689453.5,19.0,T
1675988038.5711317,265,838,0,GPS1_Frame,42.33830261230469,-71.08961486816406,0.0,0.0,0:13:58,327858.84375,4689453.5,19.0,T
1675988039.2965374,266,839,0,GPS1_Frame,42.33830642700195,-71.089599609375,27.600000381469727,2.299999952316284,0:13:59,327860.0625,4689453.5,19.0,T
1675988039.571454,267,839,0,GPS1_Frame,42.33830642700195,-71.089599609375,0.0,0.0,0:13:59,327860.0625,4689453.5,19.0,T
1675988040.2960827,268,840,0,GPS1_Frame,42.33830642700195,-71.08959197998047,27.799999237060547,2.299999952316284,0:14:0,327861.1875,4689454.0,19.0,T
1675988041.0247202,269,840,0,GPS1_Frame,42.33830642700195,-71.08959197998047,0.0,0.0,0:14:0,327861.1875,4689454.0,19.0,T
1675988041.3133237,270,841,0,GPS1_Frame,42.33830642700195,-71.0895767211914,27.899999618530273,2.299999952316284,0:14:1,327862.28125,4689454.0,19.0,T
1675988041.5890281,271,841,0,GPS1_Frame,42.33830642700195,-71.0895767211914,0.0,0.0,0:14:1,327862.28125,4689454.0,19.0,T
1675988042.2964957,272,842,0,GPS1_Frame,42.33831024169922,-71.08956146240234,27.700000762939453,2.299999952316284,0:14:2,327863.53125,4689454.0,19.0,T
1675988042.5711133,273,842,0,GPS1_Frame,42.33831024169922,-71.08956146240234,0.0,0.0,0:14:2,327863.53125,4689454.0,19.0,T
1675988043.2967694,274,843,0,GPS1_Frame,42.338314056396484,-71.08954620361328,27.5,2.299999952316284,0:14:3,327864.625,4689454.5,19.0,T
1675988043.571665,275,843,0,GPS1_Frame,42.338314056396484,-71.08954620361328,0.0,0.0,0:14:3,327864.625,4689454.5,19.0,T
1675988044.313121,276,844,0,GPS1_Frame,42.338314056396484,-71.08953094482422,27.399999618530273,2.299999952316284,0:14:4,327865.875,4689454.5,19.0,T
1675988044.5886059,277,844,0,GPS1_Frame,42.338314056396484,-71.08953094482422,0.0,0.0,0:14:4,327865.875,4689454.5,19.0,T
1675988045.2968855,278,845,0,GPS1_Frame,42.33831787109375,-71.08951568603516,27.100000381469727,2.299999952316284,0:14:5,327867.25,4689454.5,19.0,T
1675988046.0256174,279,845,0,GPS1_Frame,42.33831787109375,-71.08951568603516,0.0,0.0,0:14:5,327867.25,4689454.5,19.0,T
1675988046.296557,280,846,0,GPS1_Frame,42.33831787109375,-71.0895004272461,26.799999237060547,2.299999952316284,0:14:6,327868.625,4689455.0,19.0,T
1675988046.5716603,281,846,0,GPS1_Frame,42.33831787109375,-71.0895004272461,0.0,0.0,0:14:6,327868.625,4689455.0,19.0,T
1675988047.2980013,282,847,0,GPS1_Frame,42.338321685791016,-71.08948516845703,26.399999618530273,2.299999952316284,0:14:7,327870.0,4689455.0,19.0,T
1675988047.5726917,283,847,0,GPS1_Frame,42.338321685791016,-71.08948516845703,0.0,0.0,0:14:7,327870.0,4689455.0,19.0,T
1675988048.2967677,284,848,0,GPS1_Frame,42.338321685791016,-71.08946990966797,26.299999237060547,2.299999952316284,0:14:8,327871.375,4689455.0,19.0,T
1675988048.5712306,285,848,0,GPS1_Frame,42.338321685791016,-71.08946990966797,0.0,0.0,0:14:8,327871.375,4689455.0,19.0,T
1675988049.295706,286,849,0,GPS1_Frame,42.338321685791016,-71.08944702148438,26.100000381469727,2.299999952316284,0:14:9,327872.875,4689455.0,19.0,T
1675988049.5703938,287,849,0,GPS1_Frame,42.338321685791016,-71.08944702148438,0.0,0.0,0:14:9,327872.875,4689455.0,19.0,T
1675988050.297135,288,850,0,GPS1_Frame,42.338321685791016,-71.08943176269531,26.0,2.299999952316284,0:14:10,327874.25,4689455.0,19.0,T
1675988051.0260563,289,850,0,GPS1_Frame,42.338321685791016,-71.08943176269531,0.0,0.0,0:14:10,327874.25,4689455.0,19.0,T
1675988051.2970986,290,851,0,GPS1_Frame,42.338321685791016,-71.08941650390625,26.0,2.299999952316284,0:14:11,327875.625,4689455.0,19.0,T
1675988051.5722568,291,851,0,GPS1_Frame,42.338321685791016,-71.08941650390625,0.0,0.0,0:14:11,327875.625,4689455.0,19.0,T
1675988052.297664,292,852,0,GPS1_Frame,42.338321685791016,-71.08939361572266,25.899999618530273,2.299999952316284,0:14:12,327877.15625,4689455.0,19.0,T
1675988052.572266,293,852,0,GPS1_Frame,42.338321685791016,-71.08939361572266,0.0,0.0,0:14:12,327877.15625,4689455.0,19.0,T
1675988053.2974267,294,853,0,GPS1_Frame,42.33832550048828,-71.0893783569336,25.899999618530273,2.299999952316284,0:14:13,327878.65625,4689455.5,19.0,T
1675988053.5719922,295,853,0,GPS1_Frame,42.33832550048828,-71.0893783569336,0.0,0.0,0:14:13,327878.65625,4689455.5,19.0,T
1675988054.2974045,296,854,0,GPS1_Frame,42.33832931518555,-71.08936309814453,25.799999237060547,2.299999952316284,0:14:14,327880.1875,4689455.5,19.0,T
